,id,name,city,wifi,seat,quiet,tasty,cheap,music,url,address,latitude,longitude,limited_time,socket,standing_desk,mrt,open_time
25,016fae0e-3475-4eef-90c9-4f719f62a35c,山徑拾光 TRAIL COFFEE,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,106台北市大安區溫州街48巷4號,25.02140880,121.53283000,,maybe,no,,
26,0173d45f-0bc4-4b64-98ac-c238bd1b81c5,老鼠尾巴,changhua,4.0,5.0,5.0,5.0,5.0,5.0,,521彰化縣北斗鎮興農路二段247-1號,23.86439160,120.53307650,no,maybe,yes,,
27,017b8ca7-7116-41a9-8e36-e590ef94cc3f,星巴克-曉陽門市,changhua,3.0,2.0,1.0,5.0,3.0,3.0,,彰化縣彰化市曉陽路358號,24.07382390,120.53275900,no,maybe,no,,07:00~22:30
28,01a7407d-653a-41b2-ad8f-88e4470ad2cf,瑞帛咖啡Rebirth Coffee,taipei,4.0,4.5,4.0,5.0,3.0,4.0,,台北市中山區民生東路二段115巷25弄20號,25.05922320,121.53213950,,,,,
29,01af53e4-5472-45ef-b05b-2e642ea61639,啡創工廠 Future Factory,taipei,5.0,4.0,4.0,4.5,4.0,4.0,https://www.facebook.com/future.factory.coffee,台北市大同區民族西路31巷18號,25.06916700,121.51959800,maybe,yes,yes,圓山,12:00-21:00
30,01b2cdcc-06bf-4fac-99d0-c1890346383a,MISS.CAFE覓食點咖啡,taipei,5.0,5.0,3.0,5.0,5.0,4.0,,241新北市三重區三和路三段26號,25.07039460,121.49649120,maybe,no,yes,,
31,01be1d96-beb3-4471-889a-e550c99ea442,艸地掛,taipei,4.0,5.0,5.0,5.0,0.0,0.0,https://www.facebook.com/caffeterrataipei/?modal=admin_todo_tour,新北市汐止區建成路178巷6號1樓,25.07404580,121.66101470,no,yes,yes,,
32,01d1d753-face-44ed-b596-e0f34bde6822,June Cafe 六月咖啡,taipei,0.0,4.0,5.0,5.0,5.0,5.0,https://www.facebook.com/junecafe/,台灣台北市中山區中山北路二段62巷24號,25.05665900,121.52138500,maybe,,,雙連一號出口,
33,01df22dc-8a44-41b9-9599-2b6f544bab90,Mase Cafe 咖啡專門店,taipei,5.0,5.0,4.0,5.0,5.0,4.0,https://www.facebook.com/160578991299565/,台北市八德路二段300巷38號,25.04612320,121.54237240,no,yes,no,忠孝復興,
34,0202cdb3-f889-4bf6-8048-04a41c4234f8,Irga 就此耶加烘豆坊（自家烘焙咖啡）,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,台北市大安區麗水街7巷8號,25.03086390,121.52927800,,,,,
35,02099240-5fc8-45a1-a042-071aea5b27df,Michaelis執事喫茶,taichung,5.0,3.0,4.0,5.0,3.0,5.0,https://www.facebook.com/Michaelis.tw/,台中市北區光大街26號,24.14983000,120.67693900,maybe,yes,no,,12:00-17:40、18:30-20:30
36,020b7dd9-91de-4781-a362-9ca9b690c1bc,歐豆麥,taipei,5.0,4.0,4.5,4.0,5.0,5.0,https://www.facebook.com/odovai24082461/,新北市金山區仁愛路3號,25.21946260,121.63785930,no,maybe,no,,
37,021ec6ad-4b10-4f91-8e50-48b7271fd2dd,小小蔬房,taipei,5.0,3.0,3.0,5.0,4.0,5.0,https://www.facebook.com/xiaoxiaoplace/,台北市漢口街二段125號,25.04648450,121.50400020,no,,no,,
38,0226048a-f553-4689-a131-4f9caff1e34f,192手工咖啡,tainan,0.0,5.0,5.0,5.0,5.0,4.0,https://www.facebook.com/192coffee/,台南市東區育樂街117巷13號,22.99527100,120.21504000,no,no,,,不定時休(回診、進修)會在 FB粉 公佈
39,022e3d53-0269-4027-a3dc-efce8238d100,青鳥,taipei,5.0,5.0,5.0,5.0,3.0,5.0,https://www.facebook.com/bleubook/,青鳥Bleu&Book 100台北市中山區八德路一段1號 02 2341 8865 https://goo.gl/maps/gd41pJ3XnGH2,25.04433180,121.52932640,,,,,
40,02333e1c-c7ab-4cd1-8797-10e20a8c2be0,ARTROOM14藝室,hsinchu,0.0,0.0,0.0,0.0,0.0,0.0,,300新竹市北區勝利路300號,24.80210080,120.96378070,,,,,
41,0236e2db-6597-41a9-aaf5-f53fe7539611,Eye Cafe,hualien,0.0,5.0,2.0,5.0,5.0,3.0,https://www.facebook.com/eye.cafe2015/?fref=ts,花蓮市中華路70號,23.97610990,121.60720770,,no,no,,Am12:00~Pm9:00
42,026b222c-cd88-4e98-8c8e-fc7c889023fa,邦客思精品咖啡,taipei,5.0,5.0,5.0,5.0,5.0,5.0,https://www.facebook.com/bankers.coffee/,新北市新店區中興路二段51號,24.97025230,121.54627110,no,maybe,no,七張站,
43,0284917d-169c-4142-b209-a5cf9782a775,八豆咖啡 BarDoor Coffee,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,台北市中山區撫順街2之3號1樓,25.06372490,121.52199000,no,no,no,近民權西路站,
44,0295b3b5-9f67-46a1-b920-635782fb5f9e,卡塔摩納 台北營業所,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,10646台北市大安區浦城街24-1號,25.02303690,121.52670010,,,,,
45,0299f482-86b6-47f9-a718-ef82cdb8434c,緩緩咖啡,tainan,5.0,5.0,5.0,5.0,5.0,5.0,https://www.facebook.com/easecoffee0205,台南市東區東光路二段86號,22.99732300,120.23176000,no,yes,no,,
46,029b75ed-a77f-484c-8428-042dedb59d5f,UNI CAFE,taipei,5.0,4.5,5.0,5.0,5.0,4.5,http://unicafestudio.com,台北市中正區金門街15號,25.02149910,121.52323140,no,no,no,古亭(2號出口) 台電大樓(4號出口),平日 13:00~21:00，假日11:00~22:00
47,02a10fe6-b7f6-4d91-8472-c57fcbafa0df,Cheers Cafe,taichung,5.0,4.0,4.0,5.0,5.0,5.0,https://m.facebook.com/CheersCafeTaiwan/,台中市南屯區環中路四段303-1號,24.13740470,120.62319880,no,maybe,no,,周末或大型聚會延長營業時間
48,02ab54d1-2792-41bb-a532-cdeb36cc2233,Pure Caf'e,taipei,5.0,5.0,5.0,5.0,5.0,5.0,https://www.facebook.com/purecaf,台北市中山區北安路595巷19弄2號,25.08242060,121.54757010,no,yes,no,大直捷運站,
49,02b2105b-e7d9-401a-909f-e50434bb37ac,不如咖啡BLUBLU Kafe,taipei,5.0,4.5,4.0,4.0,4.0,3.5,https://www.facebook.com/BLU-BLU-Kafe-%E4%B8%8D%E5%A6%82%E5%92%96%E5%95%A1-958742307501571/,新北市三重區集英路126號,25.08739490,121.48493280,maybe,yes,no,徐匯中學站,0800～2100
50,02c18a8f-79c8-43a3-a982-e75192ec21d4,班迪克咖啡,taoyuan,5.0,5.0,5.0,5.0,5.0,5.0,https://www.facebook.com/%E7%8F%AD%E8%BF%AA%E5%85%8B%E5%92%96%E5%95%A1-1568269403394952/,桃園市八德區建國路237號,24.93642720,121.28817740,maybe,maybe,no,,
51,02c2bf8c-3a1f-45c6-b248-827bf124653f,清．咖啡印製所,kaohsiung,0.0,0.0,0.0,0.0,0.0,0.0,,高雄市三民區皓東路296號,22.65203610,120.33680060,,,,,
52,02c4ca19-22a4-4baa-8b39-a3b144967596,Zone Café 弄咖啡,kaohsiung,0.0,4.5,4.0,3.5,3.5,5.0,https://www.facebook.com/zonecafe.kaohsiung/,高雄市三民區北平一街158號,22.65019000,120.30460000,,,,後驛站,
53,02fd8102-a285-4ad8-938e-f49baaa01ea7,仙德曼咖啡.Sadomain cafe,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,台北市中正區新生南路一段14-1號,25.04344400,121.53256000,maybe,maybe,no,,
54,03353e4b-fa15-4c4a-b930-1f15c9900907,Cuiqu Coffee(奎克咖啡),kaohsiung,4.0,4.5,3.0,4.0,3.0,4.0,https://www.facebook.com/cuiqucoffee/,高雄市鼓山區博愛二路236號,22.66075200,120.30339600,no,yes,no,凹子底,08:30-21:30
55,033728b5-37f1-4dab-943c-3774403cea04,Jessica kafa,yilan,5.0,4.5,4.5,5.0,5.0,5.0,https://www.facebook.com/Jessica-Kafa-669446293115311/,宜蘭市女中路二段516號,24.74480130,121.74909230,no,,no,,13:00~21:00
56,0339466b-af7a-4e73-af90-4e46b1d9e1cc,季洋咖啡隨行吧福山店,kaohsiung,4.0,5.0,5.0,3.0,5.0,3.0,,高雄市左營區重愛路158號,22.68437510,120.31709900,no,yes,yes,,
57,033c69b7-f696-48d2-8b03-abc81248bead,安提.司朵,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,台北市內湖區成功路五段402號,25.07614460,121.60749540,,,,,
58,03503b40-8545-4f40-b5ac-9619d7c6c0c2,窩心房Sweet-Art Coffee,taipei,4.0,5.0,1.0,3.0,4.0,4.0,https://www.facebook.com/%E7%AA%A9%E5%BF%83-%E6%88%BF-Sweet-Art-Coffee-1685060255122933/,新北市新莊區昌平街59巷9號1 樓,25.05302290,121.45410620,no,yes,yes,,
59,0351559f-090a-4ba5-a9f5-f821be0fbf2d,TRIBU CAFE (森優咖啡）,taipei,4.5,5.0,5.0,5.0,4.5,4.5,https://www.facebook.com/tribucafe74/,110台北市信義區崇德街74號,25.02414100,121.55474000,no,,no,,10:00-21:00
60,036ccae9-2117-4aeb-b26a-a3fecc2cc708,真的咖啡 Zhen De Coffee,taipei,5.0,4.0,4.0,3.0,3.0,4.0,https://www.facebook.com/pg/ZHENDECOFFEE,台北市文山區萬隆街19巷1號,25.00010250,121.53834470,no,maybe,no,捷運萬隆站,
61,037112c5-07d2-43b2-966e-1505042d810b,男朋友•家,taipei,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/pg/Lan.Bing.You/about/?ref=page_internal,台北市中山區建國北路二段64巷15號,25.05446590,121.53563120,,,,,
62,0393ba9b-553f-445f-aa9f-6cd197ee8ff1,Panorama Caffe,tainan,5.0,5.0,5.0,5.0,5.0,5.0,https://www.facebook.com/Panorama-Caffe-1800994453522595/,704 台南市北區南園街2號,23.00931100,120.22350700,maybe,maybe,no,,
63,03afe2ec-2d55-4570-b1f1-5dc7eb6ce76e,昀頂咖啡坊,yilan,5.0,5.0,4.5,5.0,5.0,4.5,https://www.facebook.com/coolandy0402/,宜蘭縣宜蘭市文化路11號,24.74927510,121.74793000,no,maybe,no,,
64,03bbc2aa-13e4-4b22-b48d-9fe8b3bc6731,Cafe Fundoor 咖啡方桌,taipei,5.0,3.0,2.0,4.0,4.5,4.5,https://www.facebook.com/CafeFundoor/,台北市大安區大安路二段55號,25.03119820,121.54623020,no,maybe,no,大安站4號出口步5分,
65,03c3c211-1536-430e-b388-c88987170891,WeiCoffee.,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,台北市中山區四平街89號,25.05373380,121.53506030,,,,,
66,040ae529-e2c0-4d22-bbd4-350cbcbaa4e2,華泰咖啡,taichung,4.0,5.0,5.0,5.0,4.0,5.0,,台中市中區三民路二段18巷32號,24.13996540,120.67814030,,,,,
67,040bbb17-b33a-497a-8241-51344a536140,Mr.Moon 月亮先生咖啡館,hsinchu,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/mr.mooncoffee/,新竹縣竹北市嘉豐五路二段29號,24.81005100,121.02684600,,,,,
68,04111f17-09e5-4989-b31f-974fa2406518,牧童咖啡 mutto coffee(福德店),taipei,4.5,4.5,4.5,4.5,4.5,4.5,https://www.facebook.com/muttocoffee,新北市汐止區福德一路106巷9號,25.06967790,121.63893710,no,yes,no,,
69,0413e74e-55cd-4e01-9321-c3e4b05120e9,BRICK WORKS TAIPEI (花博店),taipei,5.0,3.0,3.0,5.0,0.0,0.0,,台北市中山區玉門街1號(MAJI市場廣場S17專櫃),25.06965370,121.52172970,no,maybe,no,,
70,041690b5-78d8-4b2a-aaa0-047cf83d8007,突奌咖啡喵,taoyuan,0.0,4.0,2.5,3.0,3.0,4.5,https://www.facebook.com/%E7%AA%81%E5%A5%8C%E5%92%96%E5%95%A1%E5%96%B5-220841121329242/?rf=375023756004853,桃園市中壢區福州路20號,24.95362760,121.23218940,maybe,no,no,,
71,041d34b2-2ae3-4924-a43f-a11d9f4ec454,Amandier cafe 雅蒙蒂創意飲食 新生店,taipei,0.0,0.0,0.0,0.0,0.0,0.0,https://amandier-cafe.business.site/,台北市中山區新生北路一段66號,25.04703630,121.53028260,,,,,
72,04229473-f0f4-430c-bb29-94eb36694ca2,麥兜咖啡,taipei,5.0,5.0,5.0,5.0,5.0,5.0,https://www.facebook.com/mycoffeehouseluzhou,新北市蘆洲區中原路1-3號,25.08201890,121.45876570,no,yes,yes,,
73,044fc366-62c7-47aa-8d5a-ba3490d7b122,流石咖啡,taoyuan,5.0,5.0,4.5,2.0,2.5,4.0,https://www.facebook.com/pg/cafe.sasuga,桃園市中壢區福州二街412-1號,24.96768530,121.23219800,,,yes,,
74,0450b7ee-2ec6-4d70-b40a-55660fe668e4,湛盧咖啡(忠孝店),taipei,4.0,4.5,3.0,4.0,2.5,3.5,zhanlu-coffee.com,台北市大安區忠孝東路四段50號2F,25.04141640,121.54490430,no,maybe,no,忠孝復興,
75,0452e12c-7af0-46ff-a2eb-5ae8861afe3c,Café LuLu 自家烘焙任性咖啡館,taichung,5.0,5.0,4.0,4.0,4.0,4.0,https://www.facebook.com/cafelulu2014/,台中市西區大墩十街70號,24.14787790,120.65249240,no,maybe,yes,,
76,04548030-9211-465b-a87a-f32429d7c45b,My cofi,kaohsiung,5.0,5.0,5.0,5.0,4.0,4.0,https://www.facebook.com/My-cofi-116728305117302/,高雄市苓雅區廈門街19號,22.62567660,120.31419190,yes,maybe,no,"信義國小站4號出口步10分/公車站""麗尊酒店""步3分, ""民權一路""步5分/CityBike""文化中心""站步6分",
77,04668a7f-9bef-43f3-83aa-662725bd2045,About cafe ,hsinchu,5.0,4.0,4.0,5.0,4.0,4.0,https://www.facebook.com/AboutCafe869/,新竹市東區中正路30-1號,24.80343040,120.97144710,yes,maybe,yes,,週日公休
78,0490448b-539a-4a23-878f-f5bd4f0caaa2,咖啡敘事曲,kaohsiung,5.0,4.0,4.0,5.0,3.0,5.0,https://www.facebook.com/balladecafe/,高雄市苓雅區永定街85號,22.61886200,120.31159500,,,no,,08:00 - 18:00
79,05129b1d-349e-4052-832f-b94b14b87530,羅斯朵.晴天現烘精品咖啡研究室,kaohsiung,5.0,5.0,5.0,5.0,5.0,5.0,https://www.facebook.com/sunnyday.cafe.roaster3/,五福三路98-1號,22.62156400,120.29574550,no,yes,,,
80,051b007e-6b16-45f3-a034-d38846f08dd7,胡永泰咖啡店(仁愛),chiayi,4.0,3.0,2.0,4.0,5.0,3.0,,嘉義市西區仁愛路149號1樓,23.46938540,120.44284780,no,no,yes,,
81,05341079-37f6-41a3-b057-9325c5b0343a,A8 Café & Gallery,taipei,0.0,4.0,5.0,4.0,4.0,4.0,https://www.facebook.com/pages/category/Restaurant/A8-Cafe-310092842359876/,台北市大安區和平東路三段67巷8號,25.02498310,121.54941980,,,,,
82,053e917a-7fb7-4de7-b5dd-a48574026cb0,豆BAR,taipei,5.0,5.0,4.5,4.5,5.0,4.5,https://www.facebook.com/beanbarcoffee/,新北市中和區南華路27號,24.99613120,121.50319260,no,yes,no,景安,
83,0540000d-6cdb-4cd9-8d8c-f4b640cd7289,Jazekes Coffee 賈茲格斯精品咖啡館,pingtung,4.0,4.0,4.0,5.0,4.0,4.0,https://www.facebook.com/JazekesCoffee/,屏東縣潮州鎮愛國路100巷33號,22.55111330,120.54702400,no,no,no,,偶爾營業時間更改，須注意粉專訊息
84,05482de3-516c-4f50-8a99-2dc8c6ac81e0,清水散步,taichung,5.0,5.0,4.0,5.0,5.0,4.5,https://www.hsabc.com.tw/,436台中市清水區文昌街18號,24.26989110,120.57698810,no,maybe,no,,
85,0556dad9-1487-4c94-8736-13342ead0e65,KURUMI哭哭咖啡二店,hsinchu,5.0,3.0,3.0,4.0,3.0,5.0,https://m.facebook.com/kurumi2021/,新竹縣竹北市嘉豐六路二段88號,24.80741070,121.02734180,maybe,maybe,no,,
86,056a997a-ca5a-43a2-a5bd-c56d035794eb,日臻咖啡 Zhen's Cafe,yilan,4.5,4.5,4.5,4.5,4.0,4.5,https://www.facebook.com/zhenscafe0402/,宜蘭市嵐峰路一段290號,24.74219860,121.74870170,no,yes,no,,"★重要公告★ 闆娘要開始準備搬家和成立新工作室, 無法待在店面一整天, 因此…  10/21~12/10 小店改為預約制, 時間皆可配合, 但需提前2~5天預訂, 預約制期間全品項85折, 鬆餅和輕食請提前2天預訂。  *註：預約制期間也提供單純場地使用 (教學. 開會. 桌遊...)  人數最多10人, 100元/人 (場地費+清潔費, 可消費折抵飲品)  #詳情請參閱粉絲頁服務內容  12/11~12/31 咖啡館休息。 -------------- #很重要  1/1起日臻珈琲將改變經營模式, 嵐峰"
87,05ac2c81-b167-43ba-a890-52cbb246ad01,Cabra Coffee,hualien,0.0,5.0,3.0,4.0,0.0,4.0,,970花蓮縣花蓮市中山路416-6號 970,23.98544490,121.60280910,no,maybe,yes,,
88,05d6e272-4b95-414c-a4b0-34e483566989,香草蛋糕舖 Vanilla Pastry House,taoyuan,5.0,5.0,4.0,5.0,5.0,4.0,https://www.facebook.com/vanilla193/,桃園市桃園區民族路193號,24.99401800,121.30778000,no,maybe,no,,
89,05dd1faa-3c45-4595-86ca-a255291c37f4,The Misanthrope Society 厭世會社,taipei,5.0,5.0,5.0,5.0,5.0,5.0,http://facebook.com/mis.society,台北市中正區羅斯福路四段40巷1-2號一樓,25.01511800,121.53328700,no,yes,yes,公館站,
90,06044732-8a40-4487-b0dc-6f848bc0dd9e,Easy Coffee 現烘手沖咖啡店,yunlin,0.0,0.0,0.0,0.0,0.0,0.0,,雲林縣麥寮鄉中正路89號,23.74858400,120.25359000,,,,,
91,0612f66c-93f3-478f-abcc-e3d3eb199a68,中島 GLAB X Coffee Stopover R,taichung,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/graphicmatter/,台中市⻄區府後街38-8號,24.13708100,120.67684440,no,no,no,,
92,061efc0b-2b3a-4174-9d24-f12ecd757b2f,藏.咖啡嘉義中山店 CANG CAFE,chiayi,3.5,4.0,3.5,4.0,5.0,3.5,https://www.facebook.com/cangcoffee/,600嘉義市東區中山路233號 ,23.48080090,120.45179210,,yes,no,,
93,0629850e-32df-4302-a3c5-489c01fecd4a,路易莎樂群店,taipei,4.0,3.0,2.0,3.0,3.0,1.5,樂群路易莎直營店,台北市樂群二路150號,25.07967700,121.55719800,no,no,no,,
94,0676e926-6da7-4ff3-9f81-52132b75e8ef,Coffee Cellar窖咖啡,miaoli,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/Coffee-Cellar%E7%AA%96%E5%92%96%E5%95%A1-1062697057094888/,苗栗縣苗栗市長春街2號,24.56258920,120.82062160,,,,,
95,06810569-7409-4c91-8f99-898bda126b1a,小義大利咖啡 Ocean,keelung,0.0,4.5,4.5,4.5,4.5,5.0,https://m.facebook.com/littleitalyocean/?locale2=zh_TW,基隆市仁愛區孝一路67號,25.13027290,121.74162150,maybe,,no,,
96,06867ea9-b509-43e9-8a51-defbef877721,findcoffee 找咖啡,tainan,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/findcoffee183/,台南市佳里區平等街183號,23.15668700,120.17646500,no,maybe,yes,,公休公告於FB粉專
97,068bde72-3e54-4e06-9ab3-ef79385b98eb,橋恩咖啡竹北店,hsinchu,4.0,3.0,3.0,4.0,3.0,3.0,https://cafe-20146.business.site/,新竹縣竹北市文信路297號,24.83182340,121.01272510,,,,,
98,069f67d2-9e26-40f8-bbd5-178d982a19ac,溫柔實驗室,kaohsiung,0.0,0.0,0.0,0.0,0.0,0.0,,高雄市鹽埕區大公路62號,22.62729150,120.28367100,maybe,no,no,,
99,06a67809-1b63-444e-b6c1-364d8fc8a060,目覺咖啡 urban,taichung,0.0,5.0,5.0,4.0,3.0,5.0,,台中市西屯區大恩街8號,24.15827630,120.64867540,no,maybe,,,
100,06c2c234-719e-44a2-b4b7-6029e52bdaf7,未央咖啡店,taipei,5.0,4.0,4.0,5.0,4.0,5.0,https://www.facebook.com/BCmidnightcafe/,台北市大安區四維路208巷10號,25.02625800,121.54741500,no,yes,no,"科技大樓站步7分/公車站""鳳雛公園""步1分, ""臥龍街""步3分/YouBike""成功國宅""站步1分",
101,06c5f546-078d-49e3-87c1-3a4053b3c909,Chüan Chuan 捲捲,taipei,0.0,0.0,0.0,0.0,0.0,0.0,,111台北市士林區福壽街45號1樓,25.09657750,121.52544360,,,,,
102,06ccee78-2e3d-4dd8-bdde-d15c567ef7f8,果實咖啡堂,taipei,5.0,5.0,5.0,5.0,5.0,5.0,,10491台北市中山區雙城街17巷7號,25.06455820,121.52506330,maybe,maybe,yes,中山國小站,
103,06e08ad7-6445-489c-8b09-985450c1c2fb,秘氏咖啡嘉義店,chiayi,0.0,0.0,0.0,0.0,0.0,0.0,,600嘉義市西區延平街288號,23.47670540,120.44829100,,,,,
104,06e678fd-17cc-43f6-8bbd-f5cf9605de3c,HILA BASECAMP,hsinchu,3.0,3.0,4.0,5.0,5.0,4.5,https://www.facebook.com/HILA.BASECAMP,新竹市北區新竹市長安街107號,24.80752560,120.96489710,no,no,no,,8:00 - 17:00 週一公休
